Timestamp[ms];Image nr.;Latitude;Longitude;GPS Height;Pressure Height;Pitch;Roll;Yaw;
0;0;0.0000000;0.0000000;0.000;0.000;0.000;0.000;0.000;
0;0;0.0000000;0.0000000;0.000;0.000;0.000;0.000;0.000;
0;0;0.0000000;0.0000000;0.000;0.000;0.000;0.000;0.000;
0;0;0.0000000;0.0000000;0.000;0.000;0.000;0.000;0.000;
0;0;0.0000000;0.0000000;0.000;0.000;0.000;0.000;0.000;
